Band,Platform,Strategy,Variation,Run,LLM_Title,Gold_Title,Match_Score,Year,Substances covered,NLP Methodology,Journal/Conference,Authors,DOI,Match_Type,Review_Decision,Review_Reason
100 (exact),Gemini-2.5-Pro,1,3,1,Natural language processing of clinical notes to identify mental illness and substance use among people living with HIV: retrospective cohort study,Natural Language Processing of Clinical Notes to Identify Mental Illness and Substance Use Among People Living with HIV: Retrospective Cohort Study,100.00%,2021,Alcohol; Opioids; Cocaine; Polysubstance use,Rule-based,JMIR Medical Informatics (Journal),Jessica P Ridgway; Arno Uvin; Jessica Schmitt; Tomasz Oliwa; Ellen Almirol; Samantha Devlin; John Schneider,10.7910/DVN/KR0FRB,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,Detecting Social and Behavioral Determinants of Health with Structured and Free-Text Clinical Data,Detecting Social and Behavioral Determinants of Health with Structured and Free-Text Clinical Data,100.00%,2020,Alcohol; Opioids; Cannabis; Cocaine; Amphetamines; Any Substance Not Otherwise Specified,Conventional Machine Learning,Applied Clinical Informatics (Journal),Daniel J. Feller; Oliver J. Bear Don't Walk IV; Jason Zucker; Michael T. Yin; Peter Gordon; No√É¬©mie Elhadad,10.1093/ehjdh/ztac031,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,Using a Natural Language Processing Toolkit to Classify Electronic Health Records by Psychiatric Diagnosis,Using a natural language processing toolkit to classify electronic health records by psychiatric diagnosis,100.00%,2024,Alcohol; Opioids; Cannabis; Polysubstance use,Rule-based; Conventional Machine Learning,Health Informatics Journal (Journal),Alissa Hutto; Tarek M Zikry; Buck Bohac; Terra Rose; Jasmine Staebler; Janet Slay; C Ray Cheever; Michael R Kosorok; Rebekah P. Nash,10.1002/pds.4810,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,A Comparison of Veterans with Problematic Opioid Use Identified through Natural Language Processing of Clinical Notes versus Using Diagnostic Codes,A Comparison of Veterans with Problematic Opioid Use Identified through Natural Language Processing of Clinical Notes versus Using Diagnostic Codes,100.00%,2024,Opioids,Rule-based; Conventional Machine Learning,Healthcare (Journal),Terri Elizabeth Workman; Joel Kupersmith; Phillip Ma; Christopher Spevak; Friedhelm Sandbrink; Yan Cheng; Qing Zeng-Treitler,10.1016/j.alcohol.2019.09.008,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,A Comparison of Veterans with Problematic Opioid Use Identified through Natural Language Processing of Clinical Notes versus Using Diagnostic Codes,A Comparison of Veterans with Problematic Opioid Use Identified through Natural Language Processing of Clinical Notes versus Using Diagnostic Codes,100.00%,2024,Opioids,Rule-based; Conventional Machine Learning,Healthcare (Journal),Terri Elizabeth Workman; Joel Kupersmith; Phillip Ma; Christopher Spevak; Friedhelm Sandbrink; Yan Cheng; Qing Zeng-Treitler,10.1016/j.alcohol.2019.09.008,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,Identifying Alcohol-Related Information From Unstructured Bilingual Clinical Notes With Multilingual Transformers,Identifying Alcohol-Related Information From Unstructured Bilingual Clinical Notes With Multilingual Transformers,100.00%,2023,Alcohol,Conventional Machine Learning; Large Language Models(LLMs) / Transformer Based Models,IEEE Access (Journal),Han Kyul Kim; Yujin Park; Yeju Park; Eunji Choi; Sodam Kim; Hahyun You; Ye Seul Bae,10.1016/j.ijmedinf.2022.104979,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,Natural language processing and machine learning to identify alcohol misuse from the electronic health record in trauma patients: development and internal validation,Natural language processing and machine learning to identify alcohol misuse from the electronic health record in trauma patients: development and internal validation,100.00%,2019,Alcohol,Rule-based; Conventional Machine Learning,JAMIA (Journal),Majid Afshar; Andrew Phillips; Niranjan Karnik; Jeanne Mueller; Daniel To; Richard Gonzalez; Ron Price; Richard Cooper; Cara Joyce; Dmitriy Dligach,10.1093/jamia/ocy166,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,2,Natural Language Processing for Computer-Assisted Chart Review to Assess Documentation of Substance use and Psychopathology in Heart Failure Patients Awaiting Cardiac Resynchronization Therapy,Natural Language Processing for Computer-Assisted Chart Review to Assess Documentation of Substance use and Psychopathology in Heart Failure Patients Awaiting Cardiac Resynchronization Therapy,100.00%,2022,Any Substance Not Otherwise Specified,Rule-based,Journal of Pain and Symptom Management (Journal),Miryam Yusufov; William F. Pirl; Ilana Braun; James A. Tulsky; Charlotta Lindvall,10.3390/healthcare12070799,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,1,3,2,Extraction of Substance Use Information From Clinical Notes: Generative Pretrained Transformer–Based Investigation,Extraction of Substance Use Information From Clinical Notes: Generative Pretrained Transformer–Based Investigation,84.62%,2024,Alcohol; Tobacco; Any Substance Not Otherwise Specified,Large Language Models(LLMs) / Transformer Based Models,JMIR Medical Informatics (Journal),"F. Shah-Mohammadi, et al.",10.2196/56243,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,1,3,2,Using Natural Language Processing and Machine Learning to,Using Natural Language Processing and Machine Learning to Identify Opioids in Electronic Health Record Data,60.00%,2023,Opioids,Conventional Machine Learning,Journal of Pain Research (Journal),Sean P McDermott; Ajay D Wasan,10.1093/jamia/ocad073,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
100 (exact),Gemini-2.5-Pro,1,3,3,A Deep Learning Method to Detect Opioid Prescription and Opioid Use Disorder from Electronic Health Records,A deep learning method to detect opioid prescription and opioid use disorder from electronic health records,100.00%,2023,Opioids,"Deep Learning (RNN, LSTM, GRU, ....)",International Journal of Medical Informatics (Journal),Aditya Kashyap; Chris Callison-Burch; Mary Regina Boland,10.3233/THC-171127,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,3,Natural Language Processing and Machine Learning to Identify People Who Inject Drugs in Electronic Health Records,Natural Language Processing and Machine Learning to Identify People Who Inject Drugs in Electronic Health Records,100.00%,2022,Polysubstance use,Rule-based; Conventional Machine Learning,Open Forum Infectious Diseases (Journal),David Goodman-Meza; Amber Tang; Babak Aryanfar; Sergio Vazquez; Adam J Gordon; Michihiko Goto; Matthew Bidwell Goetz; Steven Shoptaw; Alex A T Bui,10.1093/jamia/ocz072,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,3,Using a Natural Language Processing Toolkit to Classify Electronic Health Records by Psychiatric Diagnosis,Using a natural language processing toolkit to classify electronic health records by psychiatric diagnosis,100.00%,2024,Alcohol; Opioids; Cannabis; Polysubstance use,Rule-based; Conventional Machine Learning,Health Informatics Journal (Journal),Alissa Hutto; Tarek M Zikry; Buck Bohac; Terra Rose; Jasmine Staebler; Janet Slay; C Ray Cheever; Michael R Kosorok; Rebekah P. Nash,10.1002/pds.4810,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,1,3,3,Detecting Social and Behavioral Determinants of Health with Structured and Free-Text Clinical Data,Detecting Social and Behavioral Determinants of Health with Structured and Free-Text Clinical Data,100.00%,2020,Alcohol; Opioids; Cannabis; Cocaine; Amphetamines; Any Substance Not Otherwise Specified,Conventional Machine Learning,Applied Clinical Informatics (Journal),Daniel J. Feller; Oliver J. Bear Don't Walk IV; Jason Zucker; Michael T. Yin; Peter Gordon; No√É¬©mie Elhadad,10.1093/ehjdh/ztac031,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,1,3,3,A Deep Learning Method to Detect Opioid Prescription and Opioid,A deep learning method to detect opioid prescription and opioid use disorder from electronic health records,60.00%,2023,Opioids,"Deep Learning (RNN, LSTM, GRU, ....)",International Journal of Medical Informatics (Journal),Aditya Kashyap; Chris Callison-Burch; Mary Regina Boland,10.3233/THC-171127,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,1,3,3,Natural Language Processing and Machine Learning to Identify,Using Natural Language Processing and Machine Learning to Identify Opioids in Electronic Health Record Data,60.00%,2023,Opioids,Conventional Machine Learning,Journal of Pain Research (Journal),Sean P McDermott; Ajay D Wasan,10.1093/jamia/ocad073,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,2,1,1,Using Natural Language Processing to Identify Problem Alcohol Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,2,1,1,Automated Extraction of Substance Use Information from the Text of Electronic Health Records,Automated detection of substance use information from electronic health records for a pediatric population,61.54%,2021,Alcohol; Opioids; Cannabis; Tobacco,"Rule-based; Conventional Machine Learning; Deep Learning (RNN, LSTM, GRU, ....)",JAMIA (Journal),Yizhao Ni; Alycia Bachtel; Katie Nause; Sarah Beal,10.2147/JPR.S389160,Near-exact,Rejected,low overlap of distinctive words
100 (exact),Gemini-2.5-Pro,2,1,2,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,1,2,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,1,2,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,100.00%,2008,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),R. Wicentowski; M. R. Sydes,10.1197/jamia.M2440,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,1,2,Identification of patients' smoking status using an explainable AI approach: a Danish electronic health records case study,Identification of patients' smoking status using an explainable AI approach: a Danish electronic health records case study,100.00%,2024,Tobacco,Large Language Models(LLMs) / Transformer Based Models,BMC Medical Research Methodology (Journal),Ali Ebrahimi; Margrethe Bang H√É¬∏stgaard Henriksen; Claus Lohman Brasen; Ole Hilberg; Torben Fr√É¬∏strup Hansen; Lars Henrik Jensen; Abdolrahman Peimankar; Uffe Kock Wiil,10.1080/08897077.2021.1986767,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,2,1,2,Using Natural Language Processing to Identify Substance Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,69.23%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,2,1,3,Using Natural Language Processing to Identify Substance Use in the Electronic Health Record,Using natural language processing to identify opioid use disorder in electronic health record data,69.23%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
"[60,100) near-exact",Gemini-2.5-Pro,2,1,3,Natural language processing for identification of opioid use disorder from the electronic health record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
"[60,100) near-exact",Gemini-2.5-Pro,2,2,1,Using natural language processing to identify problem alcohol use in the electronic health record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
100 (exact),Gemini-2.5-Pro,2,2,2,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,2,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,100.00%,2017,Opioids; Cannabis; Cocaine,Conventional Machine Learning,AMIA Symposium Proceedings (Conference/Proceedings),Lingeman JM; Wang P; Becker W; Yu H,10.5555/5977697,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,2,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,2,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,100.00%,2023,Opioids,Large Language Models(LLMs) / Transformer Based Models,Anesthesia & Analgesia (Journal),Rodney A. Gabriel; Brian H. Park; Soraya Mehdipour; Dale N. Bongbong; Sierra Simpson; Ruth S. Waterman,10.1197/jamia.M2442,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,2,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,100.00%,2008,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),R. Wicentowski; M. R. Sydes,10.1197/jamia.M2440,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,2,2,2,Natural language processing for identification of opioid use disorder from the electronic health record,Using natural language processing to identify opioid use disorder in electronic health record data,64.29%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
100 (exact),Gemini-2.5-Pro,2,2,3,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,3,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,100.00%,2017,Opioids; Cannabis; Cocaine,Conventional Machine Learning,AMIA Symposium Proceedings (Conference/Proceedings),Lingeman JM; Wang P; Becker W; Yu H,10.5555/5977697,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,3,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,3,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,100.00%,2023,Opioids,Large Language Models(LLMs) / Transformer Based Models,Anesthesia & Analgesia (Journal),Rodney A. Gabriel; Brian H. Park; Soraya Mehdipour; Dale N. Bongbong; Sierra Simpson; Ruth S. Waterman,10.1197/jamia.M2442,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,2,3,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,100.00%,2008,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),R. Wicentowski; M. R. Sydes,10.1197/jamia.M2440,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,1,An Automated System for Identifying Alcohol Use Status from Clinical Text,An Automated System for Identifying Alcohol Use Status from Clinical Text,100.00%,2018,Alcohol,Rule-based; Conventional Machine Learning,2018 IEEE iCCECE (Conference/Proceedings),Hadeel Alzoubi; Naeem Ramzan; Raid Alzubi; Ehsan Mesbahi,10.1109/iCCECOME.2018.8658578,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,1,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,100.00%,2017,Opioids; Cannabis; Cocaine,Conventional Machine Learning,AMIA Symposium Proceedings (Conference/Proceedings),Lingeman JM; Wang P; Becker W; Yu H,10.5555/5977697,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,1,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,1,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,1,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,100.00%,2023,Opioids,Large Language Models(LLMs) / Transformer Based Models,Anesthesia & Analgesia (Journal),Rodney A. Gabriel; Brian H. Park; Soraya Mehdipour; Dale N. Bongbong; Sierra Simpson; Ruth S. Waterman,10.1197/jamia.M2442,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,1,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,100.00%,2008,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),R. Wicentowski; M. R. Sydes,10.1197/jamia.M2440,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Gemini-2.5-Pro,2,3,1,Development and validation of a natural language processing algorithm to identify alcohol misuse from the electronic health record,Natural language processing and machine learning to identify alcohol misuse from the electronic health record in trauma patients: development and internal validation,66.67%,2019,Alcohol,Rule-based; Conventional Machine Learning,JAMIA (Journal),Majid Afshar; Andrew Phillips; Niranjan Karnik; Jeanne Mueller; Daniel To; Richard Gonzalez; Ron Price; Richard Cooper; Cara Joyce; Dmitriy Dligach,10.1093/jamia/ocy166,Near-exact,Rejected,low overlap of distinctive words
"[60,100) near-exact",Gemini-2.5-Pro,2,3,1,Using Natural Language Processing to Identify Family History of Substance Use in Electronic Health Record Data,Using natural language processing to identify opioid use disorder in electronic health record data,66.67%,2023,Opioids,Rule-based,International Journal of Medical Informatics (Journal),Jade Singleton; Chengxi Li; Peter D. Akpunonu; Erin L. Abner; Anna M. Kucharska-Newton,10.1136/rapm-2023-104629,Near-exact,Rejected,different substance/subject focus
100 (exact),Gemini-2.5-Pro,2,3,2,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,Deployment of Real-time Natural Language Processing and Deep Learning Clinical Decision Support in the Electronic Health Record: Pipeline Implementation for an Opioid Misuse Screener in Hospitalized Adults,100.00%,2023,Opioids,Conventional Machine Learning,JMIR Medical Informatics (Journal),Majid Afshar; Sabrina Adelaine; Felice Resnik; Marlon P Mundt; John Long; Margaret Leaf; Theodore Ampian; Graham J Wills; Benjamin Schnapp; Michael Chao; Randy Brown; Cara Joyce; Brihat Sharma; Dmitriy Dligach; Elizabeth S Burnside; Jane Mahoney; Matthew M Churpek; Brian W Patterson; Frank Liao,10.2196/44977,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,2,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,2,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,Leveraging a Natural Language Processing Model (Transformers) on Electronic Medical Record Notes to Classify Persistent Opioid Use After Surgery,100.00%,2023,Opioids,Large Language Models(LLMs) / Transformer Based Models,Anesthesia & Analgesia (Journal),Rodney A. Gabriel; Brian H. Park; Soraya Mehdipour; Dale N. Bongbong; Sierra Simpson; Ruth S. Waterman,10.1197/jamia.M2442,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,2,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,Detecting Opioid-Related Aberrant Behavior using Natural Language Processing,100.00%,2017,Opioids; Cannabis; Cocaine,Conventional Machine Learning,AMIA Symposium Proceedings (Conference/Proceedings),Lingeman JM; Wang P; Becker W; Yu H,10.5555/5977697,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,2,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,Using Implicit Information to Identify Smoking Status in Smoke-blind Medical Discharge Summaries,100.00%,2008,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),R. Wicentowski; M. R. Sydes,10.1197/jamia.M2440,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,2,An Automated System for Identifying Alcohol Use Status from Clinical Text,An Automated System for Identifying Alcohol Use Status from Clinical Text,100.00%,2018,Alcohol,Rule-based; Conventional Machine Learning,2018 IEEE iCCECE (Conference/Proceedings),Hadeel Alzoubi; Naeem Ramzan; Raid Alzubi; Ehsan Mesbahi,10.1109/iCCECOME.2018.8658578,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Gemini-2.5-Pro,2,3,3,An Automated System for Identifying Alcohol Use Status from Clinical Text,An Automated System for Identifying Alcohol Use Status from Clinical Text,100.00%,2018,Alcohol,Rule-based; Conventional Machine Learning,2018 IEEE iCCECE (Conference/Proceedings),Hadeel Alzoubi; Naeem Ramzan; Raid Alzubi; Ehsan Mesbahi,10.1109/iCCECOME.2018.8658578,Exact,Accepted,Verbatim title match (100% word overlap)
